row_id,study_id,polygon,coder,citation_screening,exclude_why,citation,fulltext_screening,study_year,intervention_full_name,intervention_dim,intervention_cat,intervention_simple_name,sub_intervention_name,unit,outcome_dim,outcome_cat,outcome_catdim,outcome_indicator_full,outcome_impact,outcome_comment,budget,staff,monitoring,enforcement,clear_rules,gazetted,management,compliance,funding,conflict_resol,stake_agency,decision_making,fishery_type,age,size,size_unit,depth_cat,material_cat,livdiv_process,livdiv_pathway,gear_managed,last_heat_stress,heat_stress_freq,connectivity,cyclone_freq,sediments,nutrients,market_gravity,coastal_pop,ports,tourism,mardep_nutri,mardep_eco,ggi,hdi,wgi,gini,study_design,country,region,location,lat,lon,data_year,cost_USD,paired_intervention_1,paired_intervention_2,mardep,sednutr,n_case_studies,record_weight
1748,MarCon_187,no,lauric,yes,NA,"Bunce, L; Gustavson, K; Williams, J; Miller, M The human side of reef management: a case study analysis of the socioeconomic framework of montego bay marine park (1999) Coral Reefs",yes,1999,Montego Bay Marine Park,MarCon,PPA,MarCon - PPA,NA,tourism operators,People,Social,People - Social,within- and among-group conflict for watersport operators,neutral,,NA,NA,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,NA,5,15.3,reef_km2,NA,NA,NA,NA,NA,NA,NA,-0.16346,-0.64847,0,0,0.959974527542095,0.949007253278628,0.998223313063228,0.89658583046377,0.16,0.17,0.335,0.7034673561920991,0.21070443435261663,380.5,Perceptions/Survey,Jamaica,Caribbean-Atlantic,Montego Bay,18.447089,-77.955765,1997,,NA,NA,0.165,0,52,0.125
1749,MarCon_187,no,lauric,yes,NA,"Bunce, L; Gustavson, K; Williams, J; Miller, M The human side of reef management: a case study analysis of the socioeconomic framework of montego bay marine park (1999) Coral Reefs",yes,1999,Montego Bay Marine Park,MarCon,PPA,MarCon - PPA,NA,fishers,People,Social,People - Social,within- and among-group conflict,harmful,,NA,NA,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,NA,5,15.3,reef_km2,NA,NA,NA,NA,NA,NA,NA,-0.16346,-0.64847,0,0,0.959974527542095,0.949007253278628,0.998223313063228,0.89658583046377,0.16,0.17,0.335,0.7034673561920991,0.21070443435261663,380.5,Perceptions/Survey,Jamaica,Caribbean-Atlantic,Spring Gardens,18.447089,-77.955765,1997,,NA,NA,0.165,0,52,0.125
1750,MarCon_187,no,lauric,yes,NA,"Bunce, L; Gustavson, K; Williams, J; Miller, M The human side of reef management: a case study analysis of the socioeconomic framework of montego bay marine park (1999) Coral Reefs",yes,1999,Montego Bay Marine Park,MarCon,PPA,MarCon - PPA,NA,fishers,People,Social,People - Social,within- and among-group conflict,harmful,,NA,NA,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,NA,5,15.3,reef_km2,NA,NA,NA,NA,NA,NA,NA,-0.16346,-0.64258,0,0,0.978554438013898,0.946589493735805,0.998223313063228,0.986390944391531,0.16,0.17,0.335,0.7026851077874502,0.21070443435261663,380.5,Perceptions/Survey,Jamaica,Caribbean-Atlantic,River Bay,18.467461,-77.927356,1997,,NA,NA,0.165,0,52,0.125
1751,MarCon_187,no,lauric,yes,NA,"Bunce, L; Gustavson, K; Williams, J; Miller, M The human side of reef management: a case study analysis of the socioeconomic framework of montego bay marine park (1999) Coral Reefs",yes,1999,Montego Bay Marine Park,MarCon,PPA,MarCon - PPA,NA,tourism operators,People,Social,People - Social,within- and among-group conflict,neutral,,NA,NA,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,NA,5,15.3,reef_km2,NA,NA,NA,NA,NA,NA,NA,-0.16346,-0.64258,0,0,0.978554438013898,0.946589493735805,0.998223313063228,0.986390944391531,0.16,0.17,0.335,0.7026851077874502,0.21070443435261663,380.5,Perceptions/Survey,Jamaica,Caribbean-Atlantic,River Bay,18.467461,-77.927356,1997,,NA,NA,0.165,0,52,0.125
1752,MarCon_48,no,lauric,yes,NA,"Williams, ID; Polunin, NVC Differences between protected and unprotected reefs of the western caribbean in attributes preferred by dive tourists (2000) Environmental Conservation",yes,2000,Montego Bay Marine Park,MarCon,PPA,MarCon - PPA,NA,fish,Nature,Community,Nature - Community,abundance,beneficial,,NA,NA,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,NA,6,7,reef_km2,NA,NA,NA,NA,NA,NA,NA,-0.16346,-0.64258,0,0,0.978554438013898,0.946589493735805,0.998223313063228,0.986390944391531,0.16,0.17,0.335,0.7026851077874502,0.21070443435261663,380.5,CI/Distance,Jamaica,Caribbean-Atlantic,River Bay,18.467461,-77.927356,1998,,NA,NA,0.165,0,52,1
1753,MarCon_187,no,lauric,yes,NA,"Bunce, L; Gustavson, K; Williams, J; Miller, M The human side of reef management: a case study analysis of the socioeconomic framework of montego bay marine park (1999) Coral Reefs",yes,1999,Montego Bay Marine Park,MarCon,PPA,MarCon - PPA,NA,fishers,People,Social,People - Social,within- and among-group conflict,harmful,,NA,NA,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,NA,5,15.3,reef_km2,NA,NA,NA,NA,NA,NA,NA,-0.16346,-0.64258,0,0,0.978554438013898,0.946589493735805,0.998223313063228,0.986390944391531,0.16,0.17,0.335,0.7025125231061663,0.21070443435261663,380.5,Perceptions/Survey,Jamaica,Caribbean-Atlantic,White House,18.496123,-77.927017,1997,,NA,NA,0.165,0,52,0.125
1754,MarCon_3130,no,lauric,yes,NA,"McClanahan, TR; Verheij, E; Maina, J Comparing the management effectiveness of a marine park and a multiple-use collaborative fisheries management area in east africa (2006) Aquatic Conservation-Marine And Freshwater Ecosystems",yes,2006,Mtang’ata tengefu (Mtang’ata BMU),MarCon,PPA,MarCon - PPA,NA,coral,Nature,Habitat,Nature - Habitat,cover,mixed,,NA,NA,NA,NA,NA,formally gazetted/covenanted,community-managed,medium compliance,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37947,0.76178,0.997995439164337,0.948187865052604,0.973572324923676,0.856784379808045,0,0,NA,0.08,0.56,0.5550367095891167,-0.5475563704967497,373,CI/Distance,Tanzania,Western Indian Ocean,Mtang’ata,-5.313759,39.079902,2001,,NA,NA,0.08,0.9730916521084705,52,1
1755,MarCon_3130,no,lauric,yes,NA,"McClanahan, TR; Verheij, E; Maina, J Comparing the management effectiveness of a marine park and a multiple-use collaborative fisheries management area in east africa (2006) Aquatic Conservation-Marine And Freshwater Ecosystems",yes,2006,Mtang’ata tengefu (Mtang’ata BMU),MarCon,PPA,MarCon - PPA,NA,fish,Nature,Community,Nature - Community,NA,mixed,,NA,NA,NA,NA,NA,formally gazetted/covenanted,community-managed,medium compliance,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37947,0.76178,0.997995439164337,0.948187865052604,0.973572324923676,0.856784379808045,0,0,NA,0.08,0.56,0.5550367095891167,-0.5475563704967497,373,CI/Distance,Tanzania,Western Indian Ocean,Mtang’ata,-5.313759,39.079902,2001,,NA,NA,0.08,0.9730916521084705,52,1
1756,MarCon_3130,no,lauric,yes,NA,"McClanahan, TR; Verheij, E; Maina, J Comparing the management effectiveness of a marine park and a multiple-use collaborative fisheries management area in east africa (2006) Aquatic Conservation-Marine And Freshwater Ecosystems",yes,2006,Mtang’ata tengefu (Mtang’ata BMU),MarCon,PPA,MarCon - PPA,NA,fish,Nature,Functions,Nature - Functions,predation rates on sea urchins,mixed,,NA,NA,NA,NA,NA,formally gazetted/covenanted,community-managed,medium compliance,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37947,0.76178,0.997995439164337,0.948187865052604,0.973572324923676,0.856784379808045,0,0,NA,0.08,0.56,0.5550367095891167,-0.5475563704967497,373,CI/Distance,Tanzania,Western Indian Ocean,Mtang’ata,-5.313759,39.079902,2001,,NA,NA,0.08,0.9730916521084705,52,1
1757,MarCon_3130,no,lauric,yes,NA,"McClanahan, TR; Verheij, E; Maina, J Comparing the management effectiveness of a marine park and a multiple-use collaborative fisheries management area in east africa (2006) Aquatic Conservation-Marine And Freshwater Ecosystems",yes,2006,Mtang’ata tengefu (Mtang’ata BMU),MarCon,PPA,MarCon - PPA,NA,fish,NCP,Fishery,NCP - Fishery,abundance,beneficial,,NA,NA,NA,NA,NA,formally gazetted/covenanted,community-managed,medium compliance,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37947,0.76178,0.997995439164337,0.948187865052604,0.973572324923676,0.856784379808045,0,0,NA,0.08,0.56,0.5550367095891167,-0.5475563704967497,373,CI/Distance,Tanzania,Western Indian Ocean,Mtang’ata,-5.313759,39.079902,2001,,NA,NA,0.08,0.9730916521084705,52,1
1758,Other_6,no,lauric,external sources,NA,"Camargo, C; Maldonado, JH; Alvarado, E; Moreno-Sanchez, R; Mendoza, S; Manrique, N; Mogollon, A; Osorio, JD; Grajales, A; Sanchez, JA Community involvement in management for maintaining coral reef resilience and biodiversity in southern caribbean marine protected areas (2009) Biodiversity And Conservation",yes,2009,National Natural Park Rosario and San Bernardo Corals,MarCon,PPA,MarCon - PPA,NA,fish,Nature,Species,Nature - Species,abundance,neutral,,budget is acceptable but could be further improved,staff numbers are inadequate/below optimum,NA,major deficiencies in staff capacity/resources to enforce legislation and regulations,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,31,1234.55,reef_km2,NA,NA,NA,NA,NA,NA,0,-0.22296,0.48762,0.545792261291746,0.785049656366886,0.82446479743777,0.491757637922192,0,0.941845556451022,0.02,0.12,0.424,0.743649267015003,-0.2341637805414696,457.2,CI/Distance,Colombia,Caribbean-Atlantic,Cartagena,9.792309,-75.843002,2008,,NA,NA,0.06999999999999999,0.665420958829316,52,1
1759,Other_6,no,lauric,external sources,NA,"Camargo, C; Maldonado, JH; Alvarado, E; Moreno-Sanchez, R; Mendoza, S; Manrique, N; Mogollon, A; Osorio, JD; Grajales, A; Sanchez, JA Community involvement in management for maintaining coral reef resilience and biodiversity in southern caribbean marine protected areas (2009) Biodiversity And Conservation",yes,2009,National Natural Park Rosario and San Bernardo Corals,MarCon,PPA,MarCon - PPA,NA,fish,Nature,Community,Nature - Community,"diversity, composition",neutral,,budget is acceptable but could be further improved,staff numbers are inadequate/below optimum,NA,major deficiencies in staff capacity/resources to enforce legislation and regulations,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,31,1234.55,reef_km2,NA,NA,NA,NA,NA,NA,0,-0.22296,0.48762,0.545792261291746,0.785049656366886,0.82446479743777,0.491757637922192,0,0.941845556451022,0.02,0.12,0.424,0.743649267015003,-0.2341637805414696,457.2,CI/Distance,Colombia,Caribbean-Atlantic,Cartagena,9.792309,-75.843002,2008,,NA,NA,0.06999999999999999,0.665420958829316,52,1
1760,MarCon_124,no,lauric,yes,NA,"Francis, SKY; O'Sullivan, CH; Best, MN; Richards, RA; Oxenford, HA; Anderson, W A preliminary investigation of the relationships between the legislative status and ecological impacts of marine protected areas on the socio-economic status of stakeholders in jamaica and the turks and caicos islands (2004) Proceedings Of The Fifty-Fifth Annual Gulf And Caribbean Fisheries Institute",yes,2004,Negril Marine Park,MarCon,PPA,MarCon - PPA,NA,fishers,People,Economic,People - Economic,reported change in salary due to marine park,neutral,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,3,185.4,reef_km2,NA,NA,NA,NA,NA,NA,NA,-0.59668,-0.69391,0.780362659997058,0.784515320693531,0.530089340900152,0.904150487215181,0,0.993058099494468,0.16,0.17,0.335,0.7037771753966808,0.21070443435261663,441,Perceptions/Survey,Jamaica,Caribbean-Atlantic,Negril,18.269423,-78.370381,2001,,MarCon - FPA,NA,0.165,0.7824389903452945,52,0.5
1761,MarCon_124,no,lauric,yes,NA,"Francis, SKY; O'Sullivan, CH; Best, MN; Richards, RA; Oxenford, HA; Anderson, W A preliminary investigation of the relationships between the legislative status and ecological impacts of marine protected areas on the socio-economic status of stakeholders in jamaica and the turks and caicos islands (2004) Proceedings Of The Fifty-Fifth Annual Gulf And Caribbean Fisheries Institute",yes,2004,Negril Marine Park,MarCon,PPA,MarCon - PPA,NA,fishers,People,Social,People - Social,perceived impact on inter- and intra-group conflict,neutral,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,3,185.4,reef_km2,NA,NA,NA,NA,NA,NA,NA,-0.59668,-0.69391,0.780362659997058,0.784515320693531,0.530089340900152,0.904150487215181,0,0.993058099494468,0.16,0.17,0.335,0.7037771753966808,0.21070443435261663,441,Perceptions/Survey,Jamaica,Caribbean-Atlantic,Negril,18.269423,-78.370381,2001,,MarCon - FPA,NA,0.165,0.7824389903452945,52,0.5
1762,MarCon_124,no,lauric,yes,NA,"Francis, SKY; O'Sullivan, CH; Best, MN; Richards, RA; Oxenford, HA; Anderson, W A preliminary investigation of the relationships between the legislative status and ecological impacts of marine protected areas on the socio-economic status of stakeholders in jamaica and the turks and caicos islands (2004) Proceedings Of The Fifty-Fifth Annual Gulf And Caribbean Fisheries Institute",yes,2004,Negril Marine Park,MarCon,PPA,MarCon - PPA,NA,fishers,People,Governance,People - Governance,perceived displacement as a result of MP,harmful,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,3,185.4,reef_km2,NA,NA,NA,NA,NA,NA,NA,-0.59668,-0.69391,0.780362659997058,0.784515320693531,0.530089340900152,0.904150487215181,0,0.993058099494468,0.16,0.17,0.335,0.7037771753966808,0.21070443435261663,441,Perceptions/Survey,Jamaica,Caribbean-Atlantic,Negril,18.269423,-78.370381,2001,,MarCon - FPA,NA,0.165,0.7824389903452945,52,1
1763,MarCon_124,no,lauric,yes,NA,"Francis, SKY; O'Sullivan, CH; Best, MN; Richards, RA; Oxenford, HA; Anderson, W A preliminary investigation of the relationships between the legislative status and ecological impacts of marine protected areas on the socio-economic status of stakeholders in jamaica and the turks and caicos islands (2004) Proceedings Of The Fifty-Fifth Annual Gulf And Caribbean Fisheries Institute",yes,2004,Negril Marine Park,MarCon,PPA,MarCon - PPA,NA,tourism operators,People,Economic,People - Economic,reported change in salary due to marine park for watersport operators,neutral,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,3,185.4,reef_km2,NA,NA,NA,NA,NA,NA,NA,-0.59668,-0.69391,0.780362659997058,0.784515320693531,0.530089340900152,0.904150487215181,0,0.993058099494468,0.16,0.17,0.335,0.7037771753966808,0.21070443435261663,441,Perceptions/Survey,Jamaica,Caribbean-Atlantic,Negril,18.269423,-78.370381,2001,,MarCon - FPA,NA,0.165,0.7824389903452945,52,0.5
1764,MarCon_124,no,lauric,yes,NA,"Francis, SKY; O'Sullivan, CH; Best, MN; Richards, RA; Oxenford, HA; Anderson, W A preliminary investigation of the relationships between the legislative status and ecological impacts of marine protected areas on the socio-economic status of stakeholders in jamaica and the turks and caicos islands (2004) Proceedings Of The Fifty-Fifth Annual Gulf And Caribbean Fisheries Institute",yes,2004,Negril Marine Park,MarCon,PPA,MarCon - PPA,NA,tourism operators,People,Social,People - Social,perceived impact on inter- and intra-group conflict for watersport operators,beneficial,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,NA,3,185.4,reef_km2,NA,NA,NA,NA,NA,NA,NA,-0.59668,-0.69391,0.780362659997058,0.784515320693531,0.530089340900152,0.904150487215181,0,0.993058099494468,0.16,0.17,0.335,0.7037771753966808,0.21070443435261663,441,Perceptions/Survey,Jamaica,Caribbean-Atlantic,Negril,18.269423,-78.370381,2001,,MarCon - FPA,NA,0.165,0.7824389903452945,52,0.5
1765,TransplRestock_927,no,lauric,external sources,NA,"Fadli, N; Campbell, SJ; Ferguson, K; Keyse, J; Rudi, E; Riedel, A; Baird, AH The role of habitat creation in coral reef conservation: a case study from aceh, indonesi (2012) Oryx",yes,2012,Post-Tsunami Coral Transplantation - Pulau Weh,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,coral,Nature,Habitat,Nature - Habitat,"survival, growth",beneficial,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,3.2999999999999545,0.0025,reef_km2,NA,NA,NA,NA,NA,0,1,-0.6096,0.76178,0.819074591731646,0.948851178302287,0.938154370586803,0.920177302366474,0.998223313063228,0.977141182504213,0.48,0.22,0.444,0.7205327593761942,-0.054462070266405656,297.8,BACI/BA,Indonesia,Southeast Asia,Pulau Weh,5.773045,95.333852,2009.8,,Bioengineering - Artificial Structures,NA,0.35,0.8839628850169665,67,1
1766,MarCon_3845,no,lauric,yes,NA,"Eriksson, B; Johansson, F; Blicharska, M Socio-economic impacts of marine conservation efforts in three indonesian fishing communities (2019) Marine Policy",yes,2019,Nusa Penida Marine Protected Area,MarCon,PPA,MarCon - PPA,NA,fishers,People,Economic,People - Economic,Perceived effect of conservation on economic income and access to alt'ernative livelihoods,beneficial,,NA,NA,NA,NA,NA,NA,NGO,high compliance,NA,NA,NA,NA,NA,8,200,reef_km2,NA,NA,NA,NA,NA,2,4,-1.48291,0.49624,0.948304398999559,0.981777311001787,0.944915809780675,0.970034434757125,0,0.999084181991355,0.48,0.22,0.444,0.7242090718613731,-0.054462070266405656,395.6666666666667,Perceptions/Survey,Indonesia,Southeast Asia,Nusa Penida,-8.697488,115.465606,2018,,MarCon - FPA,FishMan - Gear Management,0.35,0.965040855000673,52,1
1767,MarCon_3845,no,lauric,yes,NA,"Eriksson, B; Johansson, F; Blicharska, M Socio-economic impacts of marine conservation efforts in three indonesian fishing communities (2019) Marine Policy",yes,2019,Nusa Penida Marine Protected Area,MarCon,PPA,MarCon - PPA,NA,fishers,People,Governance,People - Governance,Relationship with management authority and opinion about conservation efforts,beneficial,,NA,NA,NA,NA,NA,NA,NGO,high compliance,NA,NA,NA,NA,NA,8,200,reef_km2,NA,NA,NA,NA,NA,2,4,-1.48291,0.49624,0.948304398999559,0.981777311001787,0.944915809780675,0.970034434757125,0,0.999084181991355,0.48,0.22,0.444,0.7242090718613731,-0.054462070266405656,395.6666666666667,Perceptions/Survey,Indonesia,Southeast Asia,Nusa Penida,-8.697488,115.465606,2018,,MarCon - FPA,FishMan - Gear Management,0.35,0.965040855000673,52,1
1768,MarCon_2127,no,lauric,yes,NA,"Friedlander, AM; Golbuu, Y; Ballesteros, E; Caselle, JE; Gouezo, M; Olsudong, D; Sala, E Size, age, and habitat determine effectiveness of palau's marine protected areas (2017) Plos One",yes,2017,Palau Marine Protected Area Network - Ngemelis MPA,MarCon,PPA,MarCon - PPA,NA,fish,Nature,Species,Nature - Species,fish biomass,beneficial,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,NA,NA,NA,NA,NA,subsistance,19,40.3,reef_km2,NA,NA,NA,NA,NA,4,2,-1.02373,-0.45571,0.462943210239812,0,0.499578580659662,0.610063008278995,0,0.955930837423987,0.56,0.57,NA,0.767,0.22225315372149151,NA,CI/Distance,Palau,Micronesia,Ngemelis,7.116752,134.252598,2014,,NA,NA,0.565,0.231471605119906,52,1
1769,FishMan_413,no,lauric,yes,NA,"Patankar, V; D'Souza, E; Alcoverro, T; Arthur, R For traditional island communities in the nicobar archipelago, complete no-go areas are the most effective form of marine management (2016) Ocean & Coastal Management",yes,2016,Partially Protected Areas -  Nicobar Islands,MarCon,PPA,MarCon - PPA,NA,benthos,Nature,Habitat,Nature - Habitat,"coral cover, habitat composition",neutral,,NA,NA,NA,NA,NA,NA,community-managed,poor or no compliance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,-0.57546,0.76178,0.640962924819773,0.786892193171559,0.300144219063138,0.699465162282951,0,0,0.08,0.17,0.49,0.687653831073216,-0.11242354412873595,351.6666666666667,CI/Distance,India,Southeast Asia,"Bandarkhadi, Tapong, Kinrah and Shipwreck, Nicobar Islands",8.046414,93.531298,2013,,NA,NA,0.125,0.713927558995666,52,0.5
1770,FishMan_413,no,lauric,yes,NA,"Patankar, V; D'Souza, E; Alcoverro, T; Arthur, R For traditional island communities in the nicobar archipelago, complete no-go areas are the most effective form of marine management (2016) Ocean & Coastal Management",yes,2016,Partially Protected Areas -  Nicobar Islands,MarCon,PPA,MarCon - PPA,NA,benthos,Nature,Habitat,Nature - Habitat,"coral cover, habitat composition",neutral,,NA,NA,NA,NA,NA,NA,community-managed,poor or no compliance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,-0.57546,0.76178,0.640962924819773,0.786892193171559,0.300144219063138,0.699465162282951,0,0,0.08,0.17,0.49,0.687653831073216,-0.11242354412873595,351.6666666666667,CI/Distance,India,Southeast Asia,"Bandarkhadi, Tapong, Kinrah and Shipwreck, Nicobar Islands",8.046414,93.531298,2013,,NA,NA,0.125,0.713927558995666,52,0.5
1771,MarCon_2138,no,lauric,yes,NA,"Van Tran, H; Carve, M; Dong, DT; Dinh, KV; Khac, BN Marine protected areas ineffectively protect seagrass and coral reef fish communities in the phu quoc and an thoi archipelago, vietnam (2022) Aquatic Conservation-Marine And Freshwater Ecosystems",yes,2022,Phu Quoc marine protected area (coral reef section only),MarCon,PPA,MarCon - PPA,NA,fish,Nature,Community,Nature - Community,diversity and composition,neutral,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,poor or no compliance,NA,NA,NA,NA,NA,12,89.6,reef_km2,NA,NA,NA,NA,NA,NA,0,-0.70833,0.40336,0.530123583934089,0.7320582978645,0.492180330018168,0.683969521576672,0,0.902556963880138,0.3,0.28,0.296,0.6489319324493408,-0.32852342848976485,360.5,CI/Distance,Vietnam,Southeast Asia,An Thoi Archipelago,9.91241,104.009563,2019,,Development - Livelihood Diversification,FishMan - Gear Management,0.29000000000000004,0.6310909408992945,52,1
1772,MarCon_2138,no,lauric,yes,NA,"Van Tran, H; Carve, M; Dong, DT; Dinh, KV; Khac, BN Marine protected areas ineffectively protect seagrass and coral reef fish communities in the phu quoc and an thoi archipelago, vietnam (2022) Aquatic Conservation-Marine And Freshwater Ecosystems",yes,2022,Phu Quoc marine protected area (coral reef section only),MarCon,PPA,MarCon - PPA,NA,fish,Nature,Species,Nature - Species,fish abundance and biomass,neutral,,NA,NA,NA,NA,NA,formally gazetted/covenanted,state managed,poor or no compliance,NA,NA,NA,NA,NA,12,89.6,reef_km2,NA,NA,NA,NA,NA,NA,0,-0.70833,0.40336,0.530123583934089,0.7320582978645,0.492180330018168,0.683969521576672,0,0.902556963880138,0.3,0.28,0.296,0.6489319324493408,-0.32852342848976485,360.5,CI/Distance,Vietnam,Southeast Asia,An Thoi Archipelago,9.91241,104.009563,2019,,Development - Livelihood Diversification,FishMan - Gear Management,0.29000000000000004,0.6310909408992945,52,1
1773,TransplRestock_927,no,lauric,external sources,NA,"Fadli, N; Campbell, SJ; Ferguson, K; Keyse, J; Rudi, E; Riedel, A; Baird, AH The role of habitat creation in coral reef conservation: a case study from aceh, indonesi (2012) Oryx",yes,2012,Post-Tsunami Coral Transplantation - Pulau Weh,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,fish,Nature,Species,Nature - Species,abundance,beneficial,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,3.2999999999999545,0.0025,reef_km2,NA,NA,NA,NA,NA,0,1,-0.6096,0.76178,0.819074591731646,0.948851178302287,0.938154370586803,0.920177302366474,0.998223313063228,0.977141182504213,0.48,0.22,0.444,0.7205327593761942,-0.054462070266405656,297.8,BACI/BA,Indonesia,Southeast Asia,Pulau Weh,5.773045,95.333852,2009.8,,Bioengineering - Artificial Structures,NA,0.35,0.8839628850169665,67,1
1774,TransplRestock_927,no,lauric,external sources,NA,"Fadli, N; Campbell, SJ; Ferguson, K; Keyse, J; Rudi, E; Riedel, A; Baird, AH The role of habitat creation in coral reef conservation: a case study from aceh, indonesi (2012) Oryx",yes,2012,Post-Tsunami Coral Transplantation - Pulau Weh,Bioengineering,Transplantation and Restocking,Bioengineering - Transplantation and Restocking,Transplantation / Coral gardening,fish,Nature,Community,Nature - Community,species richness,beneficial,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,3.2999999999999545,0.0025,reef_km2,NA,NA,NA,NA,NA,0,1,-0.6096,0.76178,0.819074591731646,0.948851178302287,0.938154370586803,0.920177302366474,0.998223313063228,0.977141182504213,0.48,0.22,0.444,0.7205327593761942,-0.054462070266405656,297.8,BACI/BA,Indonesia,Southeast Asia,Pulau Weh,5.773045,95.333852,2009.8,,Bioengineering - Artificial Structures,NA,0.35,0.8839628850169665,67,1
1775,MarCon_3250,no,lauric,yes,NA,"Santos, GS; Burgos, DC; Lira, SMA; Schwamborn, R The impact of trampling on reef macrobenthos in northeastern brazil: how effective are current conservation strategies? (2015) Environmental Management",yes,2015,Porto de Galinhas Partially Protected Area,MarCon,PPA,MarCon - PPA,NA,coral,Nature,Habitat,Nature - Habitat,"habitat composition, coral cover",beneficial,,NA,NA,NA,NA,NA,NA,state managed,NA,NA,NA,NA,NA,NA,3,0.3,reef_km2,NA,NA,NA,NA,NA,2,2,-0.73645,0.76178,0.98670369280565,0.992169218580141,0.980764548332116,0.910432998754487,0,0.982031650670379,0.01,0.1,0.39,0.718320671055052,-0.2560183629393577,533.3333333333334,CI/Distance,Brazil,Caribbean-Atlantic,Porto de Galinhas,-8.508288,-34.997909,2012,,NA,NA,0.055,0.9894364556928954,52,1
1776,MarCon_1499,no,lauric,yes,NA,"Heinen, JT; Roque, A; Collado-Vides, L Managerial implications of perceptions, knowledge, attitudes, and awareness of residents regarding puerto morelos reef national park, mexico (2017) Journal Of Coastal Research",yes,2017,Puerto Morelos Reef National Park,MarCon,PPA,MarCon - PPA,NA,coastal communities,Nature,Habitat,Nature - Habitat,"agreement with ""MPA protects corals""",mixed,,NA,NA,NA,NA,NA,NA,co-managed,NA,NA,NA,NA,NA,NA,12,90.7,reef_km2,NA,NA,NA,NA,NA,NA,0,-1.97694,-0.77476,0.594214359276151,0.837009194258655,0.766720982937199,0.516466407795443,0,0.994175397465016,0.08,0.11,0.309,0.7432063302478275,-0.5091926703850427,444.375,Perceptions/Survey,Mexico,Caribbean-Atlantic,Puerto Morelos,20.960481,-86.827357,2010,,NA,NA,0.095,0.7156117767674031,52,1
1777,MarCon_1499,no,lauric,yes,NA,"Heinen, JT; Roque, A; Collado-Vides, L Managerial implications of perceptions, knowledge, attitudes, and awareness of residents regarding puerto morelos reef national park, mexico (2017) Journal Of Coastal Research",yes,2017,Puerto Morelos Reef National Park,MarCon,PPA,MarCon - PPA,NA,coastal communities,People,Economic,People - Economic,"agreement with ""MPA increases fish""",mixed,,NA,NA,NA,NA,Somewhat known/demarcated,formally gazetted/covenanted,co-managed,NA,NA,NA,medium,NA,artisanal,12,90.7,reef_km2,NA,NA,NA,NA,NA,NA,0,-1.97694,-0.77476,0.594214359276151,0.837009194258655,0.766720982937199,0.516466407795443,0,0.994175397465016,0.08,0.11,0.309,0.7432063302478275,-0.5091926703850427,444.375,Perceptions/Survey,Mexico,Caribbean-Atlantic,Puerto Morelos,20.960481,-86.827358,2010,,NA,NA,0.095,0.7156117767674031,52,0.5
